POSTCODE,POSTAL_COMMERCIAL_PROPERTIES,ALL_COMMERCIAL,RESIDENTIAL_PROPERTIES
NE23 1RR,0,0,13
NE25 0EN,0,0,16
NE66 2BP,0,0,2
NE66 1EW,0,0,16
NE66 2DU,0,0,2
NE66 2TY,0,0,4
NE66 2LH,0,0,2
NE66 4XT,0,0,1
NE66 3AP,0,0,4
NE26 4HR,0,0,18
NE66 1YA,0,0,22
NE66 1DR,0,0,12
NE66 3PH,0,0,1
NE66 4BG,0,0,3
NE66 2TW,3,3,1
NE66 2YG,0,0,8
NE66 2UL,0,0,27
NE66 4RZ,0,0,7
NE23 2YA,0,0,8
NE66 1BL,0,0,26
NE66 2EF,0,0,3
NE66 1QS,0,0,8
NE66 1XP,0,0,35
NE23 1NG,0,0,13
NE66 2QA,1,1,24
NE66 4AR,0,0,5
NE66 4TL,0,0,3
NE66 3LJ,0,0,6
NE19 2LH,0,0,2
NE66 3LU,0,0,9
NE66 4HN,0,0,5
NE63 9NY,0,0,10
NE23 7SP,0,0,14
NE61 2YA,0,0,16
NE61 1TW,0,0,2
NE61 3RH,0,0,4
NE23 7HD,0,0,11
NE63 0EX,0,0,3
NE24 3UF,0,0,12
NE23 8JN,0,0,32
NE61 3PP,0,0,5
NE61 3DE,0,0,1
NE61 2TS,0,0,8
NE61 2TZ,0,0,38
NE61 3LF,0,0,1
NE61 2PT,0,0,23
NE61 2BB,0,0,11
NE61 1LW,0,0,14
NE61 2UR,0,0,10
NE23 6EF,0,0,1
NE61 2XY,0,0,9
NE25 0QQ,0,0,4
NE61 1TG,0,0,6
NE61 6LD,0,0,12
NE61 2UA,0,0,4
NE61 1PW,0,1,6
NE61 2BQ,0,0,10
NE47 5LZ,1,1,1
NE48 1BG,1,1,8
DH8 9PG,0,0,0
NE22 7JY,0,0,7
NE65 9PE,0,0,26
NE63 0PP,0,0,10
NE65 8EL,0,0,3
NE71 6LA,1,1,3
NE45 5HU,0,0,3
NE22 5DW,0,0,1
NE61 6HD,0,0,2
NE43 7DG,0,0,16
NE65 7YJ,0,0,6
NE22 5LG,0,0,1
NE22 5DT,0,0,3
NE47 7HB,0,0,1
NE25 0PS,0,0,1
NE68 7XW,2,2,15
NE66 5PZ,0,0,2
NE65 8AG,0,0,10
NE23 8AG,1,1,1
NE48 2AZ,0,0,1
NE66 1DA,0,0,20
NE65 9HE,0,0,3
NE66 2HS,1,1,2
NE65 7NQ,0,0,3
NE65 9BN,0,0,7
NE66 1LB,0,0,6
NE66 2AU,0,0,4
NE65 0DY,0,0,23
NE47 7HD,1,2,1
NE65 8EG,1,1,1
NE65 7YU,0,0,23
NE65 9LT,0,0,2
NE65 0JX,0,0,3
NE65 7QR,0,0,9
NE65 7PW,0,0,8
NE66 2NY,0,0,8
NE66 4SH,0,0,4
NE65 0EX,0,0,3
NE66 2EW,0,0,4
NE66 3QJ,0,0,6
NE70 7PL,0,1,8
NE61 5JS,1,1,4
NE66 2WX,0,0,10
NE70 7LN,0,0,6
NE65 0QU,0,0,62
NE65 0QX,0,0,6
NE65 0RQ,0,0,10
NE65 8EB,1,1,4
NE65 0NF,0,0,22
NE65 0EQ,0,0,12
NE24 4UQ,0,0,0
NE24 4UJ,0,0,0
NE65 0PR,0,0,47
NE65 0RG,0,0,16
NE70 7LX,0,0,4
NE70 7NN,0,0,1
NE67 5EF,0,0,8
NE65 0PL,0,0,5
NE66 5RY,0,0,5
NE65 9NJ,0,0,19
NE65 0JJ,0,0,2
NE70 7LH,1,1,1
NE65 0AF,0,0,3
NE65 7NJ,0,0,1
NE66 3RH,0,0,1
NE71 6JN,0,0,8
NE65 0JF,0,0,2
NE65 0BH,0,0,33
NE65 0AH,1,1,1
NE65 9JB,0,0,8
NE65 9NE,0,0,4
NE65 0RL,0,0,4
NE66 3PD,0,0,14
NE66 1TZ,0,0,1
NE71 6NZ,0,0,21
TD15 2QJ,0,0,56
NE47 9UN,0,0,2
TD15 2FD,0,0,16
TD15 2RS,0,0,3
NE67 5JR,1,1,3
NE45 5DH,0,0,4
NE65 0QP,0,0,12
NE65 7SQ,0,0,1
NE68 7XL,0,0,4
TD15 2YT,0,0,16
NE22 6FJ,0,0,0
NE61 6EH,0,0,1
NE71 6QY,0,0,7
NE65 7HZ,0,0,3
NE71 6HE,0,0,3
NE71 6DU,0,0,1
NE71 6NA,0,0,13
NE71 6PB,0,0,22
NE68 7WE,0,0,31
TD12 4RQ,0,0,1
NE61 5AL,0,0,21
NE71 6HX,0,0,8
NE65 8QS,0,0,2
NE65 8QP,0,0,1
NE61 5FB,0,0,0
NE61 5HS,0,0,10
NE65 8UW,0,0,9
NE65 8UP,0,0,8
NE67 5FA,0,0,0
NE65 8RD,0,0,4
NE61 5FD,0,0,0
NE65 8XE,0,0,5
NE61 5JH,0,0,4
NE61 4PA,0,0,1
NE61 5RJ,0,0,15
NE67 5HE,0,0,2
NE61 5QF,0,0,8
NE68 7YJ,0,0,6
NE61 4JP,0,0,5
NE65 9YB,0,0,56
NE61 5PG,0,0,36
NE61 4RE,0,1,5
NE61 4JQ,0,0,1
NE61 5LW,0,0,18
NE71 6QN,0,0,5
NE20 9XR,0,0,16
NE61 3SR,0,0,4
NE43 7PH,0,0,6
NE61 5TL,0,0,20
NE66 4JJ,0,0,1
NE65 9RX,0,0,6
TD15 2BL,0,0,10
NE61 3EE,0,0,11
NE65 9UD,0,0,2
NE20 9XQ,0,0,14
NE48 3QD,0,0,1
NE20 9EE,0,0,34
NE20 9XT,0,0,11
NE20 9HP,0,0,1
NE20 0EF,0,0,1
NE46 4SZ,0,0,19
NE61 6DZ,0,0,2
NE20 9QT,0,0,6
NE20 0SS,0,0,1
NE47 9BH,0,0,4
NE71 6XP,0,0,1
NE15 9QU,0,0,6
NE61 5YA,0,0,7
NE20 0RJ,0,0,4
NE64 6UQ,0,0,2
NE20 0QZ,0,0,3
NE65 8TA,0,0,4
NE61 6HL,0,0,1
NE49 0LX,0,0,3
NE42 5FP,0,0,34
NE49 0EP,0,0,3
NE43 7QX,0,0,8
NE47 9LS,0,0,3
NE45 5BS,0,0,19
NE48 1NQ,0,0,1
NE46 3RL,0,0,6
NE49 0BA,0,0,52
NE41 8DJ,0,0,22
NE46 3HU,0,0,30
NE46 2LR,0,0,30
NE46 1EQ,0,0,35
NE46 3QJ,0,0,5
NE49 9JD,0,0,13
NE46 1HY,0,0,23
NE46 2LW,0,0,19
NE48 2TS,0,0,1
NE19 1HR,0,0,1
NE19 1BB,0,0,1
NE49 9DL,0,0,14
NE46 3SA,0,0,1
NE45 5RH,0,0,2
NE46 1SU,0,0,2
NE48 3BJ,0,0,1
NE46 2PX,0,0,1
NE48 3PA,0,0,1
NE46 2LJ,0,0,3
NE48 1BA,0,0,6
NE42 6EH,0,0,21
NE42 6QF,0,0,45
NE48 2DJ,0,0,15
NE48 3PX,1,1,1
NE49 0HT,0,0,4
NE48 2JB,0,0,2
NE19 1HP,0,0,1
NE42 5PE,0,0,5
NE47 9HU,0,0,1
NE47 9JN,0,0,1
NE43 7UY,1,1,5
NE67 5LQ,0,0,1
NE48 2EX,0,0,3
NE48 1LH,0,0,1
NE47 8HG,0,0,2
NE47 9HS,0,0,3
NE48 2BE,0,0,2
NE46 3ED,0,0,6
NE46 4EA,0,0,3
NE47 6AE,0,0,18
NE48 4BA,0,0,7
NE47 5EB,0,0,26
NE46 1QD,0,0,6
NE49 9EJ,0,0,10
NE46 2EU,0,0,16
NE47 6EP,0,0,2
NE48 2TW,0,0,3
NE49 0EA,0,0,7
NE42 5EG,0,0,32
NE46 1DH,0,0,21
NE46 3EX,0,0,1
NE42 6PR,0,0,25
NE46 1JA,0,0,31
NE47 6BS,0,0,10
NE45 5DG,1,1,7
NE46 2AN,0,0,4
NE49 9HF,0,0,21
NE47 6JJ,0,0,2
NE42 5EL,0,0,8
NE45 5RW,0,0,10
NE46 2RG,0,0,7
NE48 2TL,0,0,2
NE46 3BD,0,0,7
NE42 6JT,0,0,6
NE46 2PR,0,0,8
NE48 2RE,0,0,3
NE49 0AQ,0,0,4
NE48 2BY,1,1,16
NE46 3PS,0,0,8
NE46 2HN,0,0,11
NE47 5LQ,0,0,2
NE45 5LH,0,0,1
NE42 6RE,0,0,2
NE46 1DU,0,0,6
NE48 4AQ,0,0,3
NE48 4DE,0,0,3
NE47 8JS,0,0,1
NE48 2RQ,0,0,2
NE43 7AG,0,0,4
NE48 3EF,0,0,1
NE48 1RW,0,0,1
NE46 1JG,0,0,4
NE43 7PS,0,0,3
NE42 5LR,0,0,55
NE42 6NB,0,0,35
NE43 7JJ,0,0,7
NE42 6BP,0,0,12
NE42 6PS,0,0,45
NE46 4NJ,0,0,12
NE42 6JP,0,0,6
NE43 7EB,0,0,5
NE42 6LW,0,0,5
NE48 1HG,0,0,25
NE41 8DX,0,0,1
NE42 5AE,0,0,21
NE48 2DW,0,0,58
NE43 7EJ,0,0,13
NE42 6LE,0,0,12
NE42 5ED,0,0,14
NE43 7JX,0,0,8
NE46 3JS,0,0,2
NE42 5JX,0,0,2
NE44 6BT,0,0,8
NE48 2JL,0,0,5
NE42 5DG,0,0,10
NE47 9HH,0,0,3
NE43 7BB,0,0,2
CA8 7BL,0,0,3
NE46 1BY,0,0,6
NE46 3DL,0,0,7
NE42 5AH,0,0,15
NE41 8EU,0,0,29
NE44 6DW,0,0,5
NE43 7LT,0,0,3
NE42 5QP,0,0,14
NE46 3AQ,0,0,2
NE42 5QX,0,0,24
NE46 1UW,0,0,2
NE45 5NS,0,0,6
NE42 6HZ,0,0,1
NE42 5LD,0,0,6
NE42 5HD,0,0,12
NE46 3NY,0,0,3
NE47 8JE,0,0,1
NE43 7ER,0,0,23
NE49 9AY,0,0,26
NE46 1RU,0,0,12
NE43 7HU,0,0,4
NE48 2RD,0,0,2
NE42 6DW,0,0,1
NE49 9JA,0,0,8
NE49 9HG,0,0,12
NE46 3BG,0,0,1
NE42 5AW,0,0,6
NE42 6BA,0,0,17
NE46 1JF,0,0,17
NE46 2DT,0,0,8
NE46 1RP,0,0,1
NE44 6HJ,0,0,5
NE42 5LY,0,0,8
NE41 8BG,0,0,1
NE47 7AL,1,1,4
NE46 2BU,0,0,4
NE42 5QR,0,0,19
NE42 6RL,0,0,17
NE49 0AE,0,0,1
NE46 4RR,0,0,2
NE46 1RR,0,0,1
NE49 0EB,0,0,3
TD15 2RT,0,0,8
NE47 6JR,0,0,2
NE42 5JA,0,0,7
NE47 9QU,0,0,2
NE43 7DD,0,0,0
NE43 7DQ,0,0,17
CA8 7HP,0,0,4
NE48 4EE,0,0,1
NE44 6HP,0,0,2
NE61 3ER,0,0,3
NE65 9EL,0,0,3
NE47 9JL,0,0,2
NE61 3AU,0,0,8
NE47 9AQ,0,0,1
NE47 9QD,0,0,1
NE47 9UB,0,0,4
NE47 0JA,0,0,3
NE47 0LQ,0,0,1
NE48 3DT,0,0,2
NE48 1NX,0,0,2
NE65 9TZ,0,0,12
NE65 9LW,0,0,2
NE65 9EY,0,0,1
NE65 9EQ,0,0,1
NE25 0QS,0,0,2
NE19 1AH,0,0,2
NE69 7AB,0,0,1
NE48 3DU,0,1,1
NE66 4JN,0,0,1
NE65 9SG,0,0,1
NE61 6NE,0,0,1
NE65 7BL,0,0,2
NE65 7JH,0,0,3
NE48 2JD,0,0,1
NE15 0JX,0,0,5
NE61 3LN,0,0,1
NE71 6QJ,0,0,4
CA8 7PH,0,1,1
NE71 6RN,0,0,1
NE46 4EY,0,0,2
NE48 2HD,0,0,0
NE67 5BA,1,1,0
NE70 7NR,0,0,1
NE71 6HW,0,0,4
NE66 2LA,0,0,1
NE20 0JG,0,0,1
NE24 5TN,0,0,51
NE47 9SJ,0,0,2
NE48 2RB,0,0,2
NE48 2EA,0,0,0
NE46 3HS,6,6,0
NE61 2SR,0,0,2
NE23 1JR,1,1,0
NE24 4GF,0,0,4
NE48 2DL,0,0,13
NE66 3SL,0,0,5
NE63 9GH,1,1,0
NE24 3EU,0,0,13
NE24 1BA,0,0,0
NE46 1AB,0,0,6
NE47 5LH,0,0,0
NE65 8BF,0,0,25
NE46 3RB,1,2,0
NE61 6BU,0,0,2
NE22 7BQ,0,0,0
NE61 3BS,0,0,0
NE47 6HE,0,0,0
NE22 5UZ,0,0,0
NE63 9SG,0,0,0
NE23 9FA,0,0,0
NE69 7AP,0,0,0
NE22 5QQ,0,0,14
NE63 0AW,1,1,20
NE46 4LU,1,1,18
NE63 9GZ,0,0,72
NE63 9JS,0,0,24
NE61 1BQ,5,5,8
NE61 1BA,40,41,9
NE26 4BH,0,0,36
NE23 6XT,0,0,20
NE26 4QY,0,0,4
NE66 4EB,1,1,0
NE23 1AG,0,0,14
NE25 0BZ,0,0,18
NE24 4RU,0,0,9
NE47 9PX,1,1,23
NE42 6HP,1,1,39
DH8 9SR,3,4,15
NE66 4LS,0,0,4
NE26 4BJ,0,0,45
NE49 9LB,0,0,8
TD15 2JQ,2,2,34
NE70 7JG,2,2,7
NE26 4BT,0,0,18
NE48 3DR,0,0,4
NE25 0BR,0,0,15
NE24 2BD,0,0,12
NE20 9PW,18,19,12
NE46 3QL,0,0,9
DH8 9ST,0,0,7
NE47 7HZ,0,0,14
NE47 7AD,0,0,23
NE47 9LJ,0,0,3
NE26 4BW,0,0,8
NE24 2JZ,0,0,9
NE23 6DS,0,0,37
NE24 1SF,2,2,18
NE66 3TP,8,9,15
NE64 6DP,1,2,2
NE22 5UD,0,0,2
NE46 2NJ,3,3,19
NE47 0HF,0,0,3
NE65 7DS,0,0,2
NE62 5NG,0,0,7
NE62 5LP,1,1,5
NE61 6XD,0,0,22
NE63 9WF,0,0,33
NE61 3UX,0,0,3
NE22 6NS,0,0,42
NE66 5NP,0,0,9
NE22 6LF,0,0,36
NE61 6RR,0,0,10
NE23 3GY,0,0,29
NE22 5LR,0,0,16
NE22 5JT,0,0,15
NE62 5HB,0,0,16
NE63 9LF,0,0,25
NE63 9DT,0,0,50
NE63 9DZ,0,0,52
NE22 7BH,0,0,10
NE63 9EP,0,0,14
NE71 6JL,1,1,14
NE66 3FB,1,1,10
NE62 5LE,0,0,19
NE61 2HB,0,0,55
TD15 2SQ,6,8,9
NE62 5EA,0,0,23
NE64 6LH,0,0,31
NE63 8AW,0,0,12
NE63 8ED,0,0,22
TD15 2PD,11,12,20
NE63 9NL,0,0,40
TD15 2LS,0,0,12
NE20 9JJ,0,0,18
NE62 5BP,0,0,14
NE63 9PY,0,0,16
NE64 6XU,0,0,47
NE63 9LS,0,0,37
NE63 9YF,1,2,11
NE26 4DA,0,0,18
NE61 6LU,0,0,21
NE26 4RU,0,0,8
NE67 5BP,30,30,48
NE65 7RJ,3,4,10
NE61 2DQ,0,0,10
NE66 3SJ,5,5,15
NE64 6JR,0,0,58
NE63 9XX,0,0,4
NE61 2BN,0,0,34
NE22 6NH,0,0,8
NE61 5UL,0,0,8
NE44 6EA,0,0,1
TD15 1BG,9,9,1
TD15 1UP,6,6,0
TD15 1HQ,0,0,14
NE24 1NE,5,5,0
NE24 3DY,0,0,11
NE47 9NT,0,0,7
NE47 9UP,1,1,14
NE68 7RQ,21,22,13
NE42 5FT,2,2,0
NE63 8LL,0,0,29
NE64 6EQ,0,0,38
NE65 7SE,12,13,19
TD12 4XJ,2,2,0
NE26 4BX,1,1,8
NE24 2JJ,0,1,3
NE66 2XR,1,8,1
NE61 1BY,0,1,0
NE47 8DR,0,0,2
NE24 5JX,0,0,37
CA8 7AF,0,1,1
NE48 4AS,1,1,15
NE61 3JL,1,1,30
NE46 4HJ,1,1,5
NE45 5HX,0,0,8
NE24 5TL,0,0,31
NE24 3RJ,3,4,4
NE22 5BX,0,0,10
NE22 6PA,0,0,15
NE66 2DP,0,0,3
NE66 2LP,0,0,6
NE66 2SB,6,6,31
NE63 8RU,3,3,4
NE62 5JZ,1,1,9
NE46 3HB,0,0,18
NE22 5NA,0,0,48
NE69 7DB,14,14,12
NE63 8LP,0,0,38
NE62 5SB,0,0,17
NE22 5DH,0,0,28
NE62 5YX,0,0,18
NE64 6RQ,1,1,6
NE64 6SX,0,0,19
NE63 9DX,0,0,16
NE66 4LW,6,7,20
NE63 9HY,0,0,13
NE63 0SN,4,4,27
NE63 0DL,0,0,21
NE63 0AL,0,0,25
NE22 5PY,1,1,2
NE63 8HT,0,0,44
NE63 8PY,1,1,15
NE63 9SL,0,0,30
NE63 8LD,0,0,68
NE46 1TY,0,0,17
NE70 7JP,1,1,2
NE65 9NY,0,0,4
NE63 9UJ,31,32,2
NE63 8JH,0,0,18
NE22 6NZ,0,0,20
NE62 5YU,0,0,23
NE22 6EJ,0,0,35
TD12 4TL,3,4,13
NE63 9XY,0,0,5
NE63 9JF,0,0,58
NE62 5LQ,0,0,11
NE66 1LS,2,3,8
NE62 5EH,0,0,9
NE66 1HS,18,22,5
NE62 5PH,0,0,11
NE64 6JD,2,2,16
NE46 1AL,0,0,33
NE63 9SW,0,0,42
TD15 1NN,0,0,13
NE66 1UY,3,3,10
NE65 0HJ,0,0,10
NE22 6HN,0,0,14
TD15 2JX,3,4,25
NE62 5DN,0,0,26
NE63 0LE,0,0,18
NE47 9SP,0,0,3
NE63 9QD,0,0,16
NE61 6RX,0,0,10
NE63 8HX,0,0,62
NE46 2LG,1,2,5
NE47 5LU,1,1,1
NE62 5LH,0,0,30
TD15 2LQ,9,9,53
NE19 1HS,0,0,2
NE66 3DF,13,13,5
NE22 7HE,0,0,10
NE63 8NS,1,1,34
NE63 8NH,0,0,32
NE23 3GJ,0,0,10
NE66 5PU,3,5,13
NE22 5UW,0,0,32
NE46 4PW,3,3,41
NE49 0EX,42,43,0
NE64 6AT,2,2,13
NE63 0LT,0,0,13
NE66 2LX,0,0,4
NE63 8EA,0,0,2
NE63 8NZ,0,0,2
NE62 5LD,0,0,16
NE63 9HW,0,0,34
NE67 5AX,15,15,1
NE64 6EB,0,0,3
NE61 6NN,0,0,4
NE46 1BP,0,0,12
NE64 6LE,0,0,2
TD15 1RD,2,2,53
NE61 6RQ,0,0,2
NE49 0HF,3,4,0
NE63 9TG,0,0,4
NE22 5JB,0,0,17
TD15 2TQ,2,2,14
TD15 1AS,20,20,32
NE61 6RY,0,0,16
NE61 6SG,0,1,45
NE61 6SA,0,0,18
NE63 8LT,0,0,20
NE61 3AT,0,0,8
NE24 1SB,0,0,32
NE22 5JF,0,0,14
NE62 5LZ,0,0,14
NE49 0AB,1,1,7
NE71 6JB,0,0,5
NE64 6PJ,1,1,15
NE62 5JD,0,0,8
NE61 3AL,0,0,11
NE49 0BQ,4,5,9
NE66 3RT,0,0,10
DH8 9JA,7,8,7
NE66 3SH,0,0,8
NE66 3HA,2,2,2
NE66 3DG,0,0,4
NE65 0TH,1,1,7
NE46 3QR,0,0,21
NE23 6XA,0,0,9
NE23 8AU,4,4,4
NE63 0JN,0,0,9
NE43 7RZ,0,0,2
NE48 3AE,0,0,3
NE65 9NT,0,2,3
NE62 5RQ,0,0,8
NE24 4HH,0,0,2
NE62 5YQ,0,0,19
NE62 5XT,0,0,22
NE62 5BE,0,0,20
NE47 9HP,0,1,1
NE63 9UF,0,0,33
NE63 0LY,0,0,26
NE63 9HU,0,0,14
NE64 6PA,0,0,7
NE63 9SE,0,0,42
NE62 5QS,0,0,4
NE42 6AH,0,0,6
NE20 0AU,0,0,17
TD15 2SW,5,5,6
NE63 9BT,0,0,18
NE66 4HA,6,6,21
NE22 6DP,3,3,19
NE24 1ES,0,0,21
NE63 8JQ,0,0,13
NE49 9PF,1,1,2
NE67 5HW,1,2,6
NE46 1SR,0,0,6
NE22 5QG,0,0,6
NE23 6SX,0,0,22
NE24 4HW,10,10,9
NE24 4QE,0,0,19
NE48 2AY,4,5,0
NE63 9QF,0,0,8
NE43 7RB,0,0,18
TD15 2TW,3,3,39
TD15 2TP,3,3,12
TD15 2RB,2,3,28
TD15 2NF,1,1,6
TD15 2QF,1,2,7
NE61 4NL,0,0,11
NE62 5NT,0,0,28
NE61 4NW,0,0,10
NE22 5EN,1,1,22
NE22 5JN,0,0,2
NE63 9TF,0,0,20
NE63 9TE,0,0,21
NE63 9YY,1,1,0
NE62 5QL,0,0,3
NE63 9JE,0,0,12
NE26 4HW,0,0,12
NE61 2HY,0,0,30
NE22 5EL,0,0,25
NE22 6EB,1,1,18
NE66 3TR,7,7,7
NE66 3BE,3,3,10
NE65 7EE,0,0,29
NE22 5EX,0,0,30
NE61 5JF,2,2,3
NE65 9AE,1,1,7
NE20 9DN,0,0,46
NE61 3PX,0,0,6
NE65 0EJ,3,4,22
NE63 0PL,5,5,26
NE22 5SQ,0,0,12
NE23 8AL,10,10,0
NE22 6JY,0,0,25
NE47 6EB,0,0,8
NE22 7LE,0,0,30
NE63 8EJ,0,0,34
NE22 6EZ,0,0,8
NE22 5TT,3,3,9
NE43 7EZ,0,0,41
NE22 7JW,11,12,3
NE24 3XT,0,0,26
NE61 2NY,0,0,16
NE62 5EX,0,0,7
NE43 7JY,0,0,20
NE44 6AJ,0,0,1
NE44 6AQ,0,0,2
NE65 0BZ,17,17,10
NE44 6BJ,2,2,5
NE22 7EZ,0,0,6
NE45 5RX,0,0,12
NE61 3JJ,0,0,10
NE19 2RJ,0,3,3
NE63 9EB,0,0,24
NE63 9HL,0,0,9
NE63 0BS,1,1,50
NE67 5ED,1,1,4
NE63 9PF,0,0,7
NE63 9BZ,0,0,16
NE62 5BJ,0,0,32
NE45 5NU,0,0,3
NE61 6FE,0,0,38
NE19 1LQ,0,0,3
TD15 2XW,3,3,26
NE62 5PE,0,0,6
NE45 5RQ,0,0,5
NE71 6LN,1,1,11
NE22 5LX,0,0,23
NE66 3PZ,0,0,45
NE47 6JL,0,0,3
NE71 6LW,3,3,26
NE41 8AP,1,1,1
NE23 1DT,1,1,7
NE45 5RY,0,0,6
NE22 6JR,0,0,3
NE19 2DH,0,0,3
NE61 6YL,0,0,20
NE61 3DX,13,13,5
NE41 8BA,0,0,11
NE66 4UP,4,4,19
TD15 1UT,2,2,20
NE19 1NX,1,1,10
NE22 5BJ,0,0,9
NE22 6JG,0,0,50
NE22 6HB,0,0,17
NE61 5EQ,2,3,2
NE65 9UT,2,2,3
NE61 1UW,0,0,32
CA8 7LL,0,0,2
NE61 1UJ,0,0,33
NE19 1AL,0,0,3
NE61 5PQ,1,1,3
NE63 0TB,2,2,36
NE24 3NA,0,0,72
NE24 1NF,0,0,3
NE62 5JA,0,0,21
NE49 9EX,0,0,18
NE71 6RB,0,0,15
NE71 6RJ,0,0,1
NE49 9PL,0,0,2
NE49 9PH,0,0,1
NE63 0DN,0,0,14
TD12 4TW,1,1,2
NE62 5ER,0,0,22
NE45 5JD,0,0,7
NE62 5BA,0,0,14
NE24 5NE,1,1,8
NE25 0PZ,0,0,39
NE61 2SQ,0,0,22
NE22 5NJ,0,0,14
TD15 1RR,2,3,47
NE62 5DF,0,0,30
NE22 5AW,0,0,48
DH8 9UA,1,1,3
NE44 6EQ,5,5,6
NE61 2LZ,1,1,24
NE24 3QH,0,0,89
NE66 1UL,2,2,6
NE41 8EB,1,1,1
NE41 8BP,1,1,1
NE61 1QU,0,0,11
NE23 3HX,0,0,22
NE63 8SE,0,0,9
NE61 6XN,0,0,16
NE65 9QY,0,0,15
TD15 2SY,1,1,10
NE20 0RN,0,0,4
NE23 2AH,0,0,0
NE61 3QZ,0,0,44
NE66 3JG,2,2,23
NE24 3TN,0,0,18
NE49 9EE,1,1,10
NE22 5YR,0,0,57
NE66 1LE,0,0,51
NE61 3RA,0,0,56
NE22 5RB,0,0,36
NE63 9EZ,0,0,34
NE23 1BD,0,0,3
NE24 4RN,8,8,0
NE26 4JZ,0,0,10
NE48 4BD,0,0,4
NE66 1JG,22,22,12
NE19 1AQ,0,0,3
NE66 2EP,4,4,0
NE61 1JH,0,0,28
NE61 1UN,0,0,8
NE61 1UT,1,1,10
NE24 5JD,0,0,53
NE61 2TF,0,0,41
NE61 3JT,0,0,14
NE46 4SW,0,0,2
NE66 4HU,5,7,2
NE66 4HL,4,4,8
NE23 7XP,0,0,13
NE18 0QT,0,0,23
NE68 7TS,4,4,20
NE63 9ER,0,1,12
NE22 6JJ,0,0,40
NE63 8NW,1,1,1
DH8 9TW,0,0,1
NE20 0DS,1,1,11
CA8 7LQ,7,8,19
NE46 1RN,0,0,48
NE62 5YP,2,2,12
NE24 2ET,0,0,50
NE66 2XP,0,0,4
NE22 7ES,0,0,32
NE65 8UY,0,0,20
NE22 6BG,0,0,18
NE61 1UX,0,0,7
NE61 6HT,0,0,24
NE65 8UT,1,1,2
NE66 4JF,1,1,1
NE49 9BH,0,0,3
NE63 0LZ,0,0,24
NE22 5UJ,0,0,19
NE66 2XA,0,0,28
NE71 6SY,0,0,1
NE47 0DF,0,0,10
NE66 2DR,0,0,6
NE22 7LJ,0,0,11
NE66 4RJ,1,1,7
NE15 0NS,4,4,17
NE23 1RQ,1,1,26
NE49 0BS,3,3,6
NE24 2EU,3,3,5
NE24 5LE,1,1,40
NE64 6NQ,0,0,2
NE61 1SL,1,1,4
NE66 3BD,3,3,7
NE22 5NS,0,0,23
NE61 2RX,0,0,25
NE48 3BG,0,0,4
NE49 0BH,3,4,0
NE61 2HP,0,0,10
NE47 9QR,1,1,18
NE63 0TN,0,0,9
NE46 4HE,0,0,1
NE46 4RE,0,0,5
NE47 9EJ,0,1,5
NE67 5BB,11,11,13
NE68 7RT,11,11,11
NE24 1HD,1,1,8
NE24 3TL,0,0,22
NE65 9SR,1,1,25
NE25 0BP,2,2,0
NE65 0ND,1,1,12
NE66 3XF,7,7,11
NE66 3RA,0,0,2
NE24 4TA,0,0,36
NE48 3AA,0,0,9
NE24 2HU,0,0,21
NE24 4RR,24,24,0
NE65 0GQ,0,0,47
NE24 3DN,1,1,2
NE24 2EQ,1,1,30
NE70 7HR,1,1,3
NE66 3EG,0,1,3
NE61 4DS,1,1,0
NE63 0TZ,0,0,12
NE49 9BA,1,1,1
NE23 3XU,0,0,18
NE61 3RX,0,0,11
NE61 3RR,0,0,5
NE65 7HD,3,3,16
NE63 0HS,0,0,11
NE66 3XR,3,3,0
NE63 8EN,0,0,13
NE65 0TJ,1,1,8
NE61 6NF,1,5,0
NE63 8SH,0,0,16
NE47 7DE,0,0,5
NE24 4AY,0,0,12
NE63 0AF,6,6,0
NE24 1RD,1,1,0
NE61 3PN,0,0,6
TD15 2SJ,8,9,13
TD15 1LZ,2,2,41
NE47 0HU,0,0,2
NE61 1BU,4,4,14
NE61 3HT,0,0,4
NE61 3UT,2,2,8
NE61 3RJ,0,0,5
NE61 3DP,0,0,7
NE66 4JB,1,1,6
NE22 7HD,0,0,23
NE22 7AU,0,0,2
NE64 6UL,1,1,3
NE24 3DU,0,0,28
NE46 3BN,0,0,18
NE22 5PR,0,0,12
NE46 4JS,2,3,0
NE61 1AE,0,0,25
NE46 4EW,3,5,3
NE23 6TD,0,0,46
NE24 3AD,2,2,1
NE65 9QH,9,9,26
NE44 6EL,0,0,5
NE42 6ED,1,1,10
NE61 2AB,0,0,11
NE47 9UA,1,1,6
NE24 2PL,0,0,6
NE65 7PU,2,2,3
NE23 2BX,0,0,46
NE23 6SU,0,0,24
NE66 2NR,1,1,0
NE24 3ER,0,0,69
NE24 5SD,0,0,42
NE24 3SQ,0,0,27
TD15 1QL,0,0,8
NE61 3QX,1,1,6
NE65 0YD,1,1,7
NE24 4TF,0,0,22
NE24 5PR,0,0,20
NE23 6BN,4,4,0
NE66 2NU,1,1,1
NE63 0YD,4,4,0
NE22 6BP,1,1,0
NE19 1AD,0,0,19
NE24 3JZ,0,0,33
NE24 5PP,2,3,26
NE61 6ST,1,1,1
NE23 6BS,0,0,26
NE65 8AA,0,0,5
NE23 2UD,0,0,25
NE24 4AH,0,0,6
